source_location_code,destination_location_code,travel_distance_in_km,travel_time_in_min
10208654,12026582,12.74,13
10208654,12854197,9.67,10
10208654,10208582,8.11,13
10208654,11956776,12.73,13
10208654,10364446,7.33,7
10208654,10366955,12.48,15
10208654,12474916,16.28,20
10208654,10279711,29.41,53
10208654,10218045,24.76,26
10208654,12708761,36.59,68
10208654,12740556,34.04,47
10208654,11346601,28.55,43
10208654,12854173,14.09,15
10208654,12854172,24.24,25
10208654,10208607,11.48,15
10208654,12750741,10.67,12
10208654,10208589,17.01,22
10208654,12854198,9.93,18
10208654,12345850,11.22,19
10208654,10208702,17.12,21
10208654,10208717,16.26,18
10208654,10208605,67.09,103
10208654,12854117,11.08,12
10208654,13045617,15.81,21
10208654,12854192,12.76,14
10208654,12854098,13.42,16
10208654,12854108,13.33,15
10208654,12724371,12.89,20
10208654,10208768,3.31,4
10208654,13005196,10.27,10
10208654,12779571,43.66,81
10208654,12742843,17.39,28
10208654,10364896,37.93,52
10208654,10208681,61.06,101
10208654,10212202,49.74,58
10208654,12715142,73.19,91
10208654,12475665,67.77,112
10208654,10212373,136.21,199
10208654,12475666,158.46,256
10208654,12044475,23.46,43
10208654,12656560,21.46,42
10208654,10212258,24.46,48
10208654,12219936,33.56,34
10208654,12194109,24.5,49
10208654,10208675,23.18,32
10208654,12475523,20.84,25
10208654,10208670,13.33,14
10208654,10366979,22.01,36
10208654,12475628,12.06,21
10208654,12475623,16.85,16
10208654,10208698,11.33,16
10208654,10208575,6.53,10
10208654,12475360,12.05,19
10208654,10208659,7.54,7
10208654,10208596,9.26,17
10208654,10208595,10.64,20
10208654,10208686,10.93,12
10208654,10208776,15.33,17
10208654,12475516,8.83,14
10208654,12721000,7.25,8
10208654,10208593,4.06,4
10208654,10210421,15.43,18
10208654,12854133,9.24,10
10208654,12546176,11.73,14
10208654,12690815,11.56,16
10208654,12854140,88.07,146
10208654,10310757,68.29,74
10208654,11539696,20.23,26
10208654,10208639,8.38,14
10208654,10208731,12.43,12
10208654,12854166,15.06,17
10208654,10208764,13.78,22
10208654,10310590,12.23,21
10208654,12854147,9.64,11
10208654,12854121,9.92,11
10208654,12502170,9.76,9
10208654,12021664,14.54,19
10208654,12995436,8.99,12
10208654,10208661,8.29,9
10208654,10208602,1.47,1
10208654,12725145,7.14,11
10208654,12854195,7.34,10
10208654,10219625,9.05,14
10208654,12983715,10.35,13
10208654,12171479,15.16,27
10208654,10208746,12.96,13
10208654,12838671,87.63,150
10208654,10208762,47.92,53
10208654,12738762,75.32,96
10208654,10214844,50.15,71
10208654,12860572,3.02,3
10208654,12854164,7.53,10
10208654,10208747,10.29,17
10208654,11950159,7.76,9
10208654,11957296,12.12,19
10208654,10208712,11.08,11
10208654,10208117,16.96,17
10208654,10208119,9.75,19
10208654,10364922,5.11,7
10208654,10208696,7.31,11
10208654,10208629,11.07,22
10208654,10208707,11.77,12
10208654,10208701,7.39,8
10208654,10208760,2.33,2
10208654,10208641,4.65,4
10208654,10208694,26.3,47
10208654,10208499,120.4,129
10208654,13067405,31.2,38
10208654,13067657,36.6,49
10208654,12171444,12.84,24
10208654,12489344,32.44,55
10208654,10208651,12.74,23
10208654,13015040,8.63,12
10208654,12420540,6.36,6
10208654,12854153,11.94,17
10208654,10208614,21.14,26
10208654,10208730,25.95,27
10208654,10208719,19.44,22
10208654,11646201,17.53,30
10208654,12854139,25.75,29
10208654,12510558,37.45,42
10208654,12231175,31.64,55
10208654,12814117,31.19,42
10208654,12666962,41.99,69
10208654,10208705,36.32,58
10208654,10396151,42.51,42
10208654,12814084,37.47,53
10208654,10208687,70.81,106
10208654,10393503,26.0,47
10208654,12854148,54.21,62
10208654,10214832,137.58,196
10208654,10208647,27.49,51
10208654,10208734,26.41,34
10208654,12854184,22.93,26
10208654,12854138,17.89,25
10208654,10208697,10.19,10
10208654,10208703,8.2,12
10208654,12548942,5.52,6
10208654,13028069,5.83,7
10208654,12679735,24.47,25
10208654,12016186,13.42,25
10208654,12854126,12.53,24
10208654,12854154,13.27,26
10208654,10208759,14.0,27
10208654,11770353,26.6,37
10208654,12769185,12.66,16
10208654,12854137,13.66,19
10208654,12862432,8.57,17
10208654,10208120,5.67,6
10208654,10208772,5.72,8
10208654,10364885,7.66,14
10208654,10364928,6.34,6
10208654,10208751,6.07,9
10208654,10208645,14.71,14
10208654,10364904,9.48,10
10208654,10208129,16.77,17
10208654,12487426,12.92,18
10208654,12628674,15.43,15
10208654,12341445,21.58,29
10208654,13067128,11.44,11
10208654,12983542,18.63,21
10208654,10208654,0.0,0
10208654,12542118,17.8,18
10208654,10364926,17.18,34
10208654,10208752,20.34,20
10208654,10364920,19.18,20
10208654,10208656,15.5,25
10208654,10208771,11.77,13
10208654,12854159,11.89,23
10208654,10208597,5.66,9
10208654,10364908,11.92,22
10208654,12769170,9.96,17
10208654,12770183,11.15,15
10208654,13068448,7.62,8
10208654,12854171,15.31,21
10208654,10208577,11.7,17
10208654,10208580,8.43,15
10208654,12854127,10.85,11
10208654,10208619,14.04,18
10208654,12769191,4.72,6
10208654,10208777,7.91,9
10208654,12788882,10.66,16
10208654,10212247,30.41,42
10208654,10208725,94.72,94
10208654,10214831,123.54,125
10208654,11952476,7.08,12
10208654,10213766,5.12,6
10208654,12854130,3.99,5
10208654,10208713,9.85,11
10208654,12341441,31.22,32
10208654,12757112,32.14,56
10208654,12339991,21.92,24
10208654,13032687,9.85,10
10208654,12628650,3.41,3
10208654,12475521,7.88,14
10208654,10953982,34.7,47
10208654,10208692,21.61,37
10208654,12475631,20.97,32
10208654,10208123,22.34,25
10208654,10208688,30.46,34
10208654,10208505,147.13,200
10208654,12588807,19.52,29
10208654,10208672,16.07,24
10208654,10208636,17.07,31
10208654,12854181,18.78,18
10208654,12854196,22.17,23
10208654,10208755,18.96,25
10208654,12420819,3.23,4
10208654,12880157,21.67,22
10208654,10222647,27.5,32
10208654,10366958,22.18,27
10208654,10208644,13.66,13
10208654,10367569,20.78,21
10208654,10208622,13.09,16
10208654,10208652,13.19,15
10208654,12406372,4.32,4
10208654,13065930,4.11,4
10208654,10208735,1.38,1
10208654,12434146,4.22,4
10208654,12506169,50.73,59
10208654,10208501,159.02,238
10208654,10208500,128.04,163
10208654,10208706,25.95,48
10208654,12147179,15.41,17
10208654,10208724,11.96,14
10208654,12655984,16.92,18
10208654,12174646,28.37,43
10208654,12532788,34.81,53
10208654,12341443,9.06,9
10208654,12628704,13.77,23
10208654,10208590,9.82,16
10208654,12740486,20.81,23
10208654,12854125,34.29,57
10208654,12542300,31.06,50
10208654,10208118,9.31,13
10208654,10208122,10.15,11
10208654,10208124,10.26,20
10208654,10208578,10.85,11
10208654,10208601,17.63,18
10208654,10208609,13.12,20
10208654,10208610,51.63,52
10208654,10208620,12.95,21
10208654,10208642,6.28,8
10208654,10208665,19.26,27
10208654,10208673,13.83,15
10208654,10208690,62.52,101
10208654,10208711,11.31,12
10208654,10208728,60.67,82
10208654,10208738,13.38,17
10208654,10208749,14.89,27
10208654,10208761,12.32,16
10208654,10208766,16.33,16
10208654,10208769,22.28,24
10208654,10311889,15.11,21
10208654,11539652,15.19,16
10208654,11601941,36.3,36
10208654,11784129,26.3,43
10208654,11837298,33.89,36
10208654,11839297,30.5,31
10208654,11990630,129.98,236
10208654,12352070,118.62,182
10208654,12420822,19.83,29
10208654,12627036,6.24,6
10208654,12680540,14.22,17
10208654,12793479,36.14,42
10208654,12854131,9.8,10
10208654,12996267,16.95,29
10208654,13016256,18.65,25
10208654,A123,32.36,37
12542118,12854113,34.43,45
12542118,12854149,22.32,22
12542118,12577977,29.4,42
12542118,10212334,77.46,129
12542118,12585577,82.27,137
12542118,10212204,37.13,41
12542118,12628669,65.91,77
12542118,13013290,33.01,36
12542118,12026582,18.45,20
12542118,12854197,7.23,9
12542118,10208582,19.81,30
12542118,11956776,12.04,12
12542118,10364446,22.16,30
12542118,10366955,11.11,17
12542118,12474916,1.34,1
12542118,10279711,19.86,30
12542118,10218045,33.92,52
12542118,12708761,53.52,78
12542118,12740556,52.7,79
12542118,11346601,44.7,49
12542118,12854173,20.71,38
12542118,12854172,21.85,23
12542118,10208607,24.37,28
12542118,12750741,15.47,15
12542118,10208589,20.6,25
12542118,12854198,8.3,8
12542118,12345850,7.17,8
12542118,10208702,7.55,8
12542118,10208717,8.98,10
12542118,10208605,69.65,116
12542118,12854117,27.18,50
12542118,13045617,12.46,16
12542118,12854192,23.23,24
12542118,12854098,25.95,40
12542118,12854108,24.97,29
12542118,12724371,21.72,21
12542118,10208768,16.96,19
12542118,13005196,22.8,36
12542118,12779571,48.81,61
12542118,12742843,37.29,67
12542118,10364896,40.35,65
12542118,10208681,65.8,74
12542118,10212202,48.46,72
12542118,12715142,93.4,114
12542118,12475665,54.43,70
12542118,10212373,110.01,129
12542118,12475666,122.27,133
12542118,12044475,44.33,49
12542118,12656560,27.69,36
12542118,10212258,29.84,35
12542118,12219936,20.53,22
12542118,12194109,21.16,28
12542118,10208675,33.44,52
12542118,12475523,35.76,42
12542118,10208670,26.96,47
12542118,10366979,32.14,50
12542118,12475628,23.56,23
12542118,12475623,26.57,44
12542118,10208698,26.18,32
12542118,10208575,14.27,27
12542118,12475360,15.63,23
12542118,10208659,20.82,27
12542118,10208596,19.93,30
12542118,10208595,22.47,43
12542118,10208686,14.57,17
12542118,10208776,27.78,42
12542118,12475516,27.78,33
12542118,12721000,22.96,32
12542118,10208593,20.62,32
12542118,10210421,19.06,27
12542118,12854133,6.5,9
12542118,12546176,25.51,47
12542118,12690815,22.28,30
12542118,12854140,60.59,64
12542118,10310757,69.64,101
12542118,11539696,22.14,32
12542118,10208639,5.48,6
12542118,10208731,5.78,8
12542118,12854166,1.11,2
12542118,10208764,4.13,4
12542118,10310590,3.08,5
12542118,12854147,7.59,11
12542118,12854121,5.32,6
12542118,12502170,6.96,10
12542118,12021664,7.11,10
12542118,12995436,6.5,6
12542118,10208661,8.63,13
12542118,10208602,16.62,20
12542118,12725145,20.66,22
12542118,12854195,19.55,30
12542118,10219625,22.22,43
12542118,12983715,7.61,13
12542118,12171479,2.8,3
12542118,10208746,27.93,32
12542118,12838671,83.95,104
12542118,10208762,32.12,60
12542118,12738762,73.19,87
12542118,10214844,36.88,51
12542118,12860572,13.06,19
12542118,12854164,9.93,11
12542118,10208747,17.39,20
12542118,11950159,21.64,25
12542118,11957296,15.6,19
12542118,10208712,25.22,36
12542118,10208117,29.43,50
12542118,10208119,26.7,37
12542118,10364922,12.11,23
12542118,10208696,12.87,13
12542118,10208629,6.45,7
12542118,10208707,4.68,7
12542118,10208701,11.84,17
12542118,10208760,18.86,20
12542118,10208641,16.47,20
12542118,10208694,42.8,45
12542118,10208499,142.96,268
12542118,13067405,18.34,21
12542118,13067657,20.76,34
12542118,12171444,31.04,35
12542118,12489344,25.28,29
12542118,10208651,14.43,20
12542118,13015040,5.72,7
12542118,12420540,16.58,19
12542118,12854153,17.31,31
12542118,10208614,27.2,28
12542118,10208730,37.18,46
12542118,10208719,38.47,69
12542118,11646201,31.84,53
12542118,12854139,29.15,42
12542118,12510558,53.19,55
12542118,12231175,36.88,47
12542118,12814117,48.69,78
12542118,12666962,54.17,81
12542118,10208705,38.75,51
12542118,10396151,51.53,103
12542118,12814084,61.54,63
12542118,10208687,89.08,148
12542118,10393503,47.08,47
12542118,12854148,57.47,98
12542118,10214832,112.21,160
12542118,10208647,37.84,46
12542118,10208734,45.28,67
12542118,12854184,41.63,54
12542118,12854138,35.19,41
12542118,10208697,24.63,24
12542118,10208703,15.49,16
12542118,12548942,23.06,32
12542118,13028069,18.91,21
12542118,12679735,33.5,47
12542118,12016186,29.17,41
12542118,12854126,28.51,47
12542118,12854154,25.43,25
12542118,10208759,24.19,35
12542118,11770353,32.87,35
12542118,12769185,7.43,9
12542118,12854137,6.75,8
12542118,12862432,7.51,11
12542118,10208120,8.59,11
12542118,10208772,18.22,26
12542118,10364885,19.82,20
12542118,10364928,16.98,16
12542118,10208751,12.63,12
12542118,10208645,4.11,6
12542118,10364904,7.05,7
12542118,10208129,30.44,55
12542118,12487426,25.06,32
12542118,12628674,27.45,28
12542118,12341445,32.8,35
12542118,13067128,17.94,18
12542118,12983542,33.41,45
12542118,10208654,13.85,17
12542118,12542118,0.0,0
12542118,10364926,6.28,10
12542118,10208752,4.98,7
12542118,10364920,9.52,11
12542118,10208656,5.97,8
12542118,10208771,3.05,3
12542118,12854159,7.89,8
12542118,10208597,13.04,14
12542118,10364908,26.08,33
12542118,12769170,26.34,31
12542118,12770183,26.58,34
12542118,13068448,27.34,38
12542118,12854171,7.73,7
12542118,10208577,9.93,11
12542118,10208580,10.32,12
12542118,12854127,5.99,5
12542118,10208619,1.38,1
12542118,12769191,10.4,17
12542118,10208777,19.63,33
12542118,12788882,8.6,9
12542118,10212247,30.16,34
12542118,10208725,100.64,118
12542118,10214831,125.61,157
12542118,11952476,21.3,39
12542118,10213766,19.74,21
12542118,12854130,18.13,24
12542118,10208713,25.5,47
12542118,12341441,20.57,21
12542118,12757112,21.48,22
12542118,12339991,33.38,39
12542118,13032687,5.56,10
12542118,12628650,12.1,22
12542118,12475521,18.61,27
12542118,10953982,25.67,49
12542118,10208692,18.06,23
12542118,12475631,16.52,31
12542118,10208123,15.91,20
12542118,10208688,47.35,91
12542118,10208505,114.94,215
12542118,12588807,11.57,15
12542118,10208672,15.78,24
12542118,10208636,15.4,18
12542118,12854181,19.43,30
12542118,12854196,10.31,11
12542118,10208755,29.25,30
12542118,12420819,14.05,14
12542118,12880157,39.8,79
12542118,10222647,19.97,24
12542118,10366958,32.38,36
12542118,10208644,3.38,4
12542118,10367569,11.52,13
12542118,10208622,7.48,10
12542118,10208652,6.84,10
12542118,12406372,19.88,23
12542118,13065930,21.05,32
12542118,10208735,17.21,19
12542118,12434146,18.64,29
12542118,12506169,71.3,80
12542118,10208501,140.24,179
12542118,10208500,151.81,246
12542118,10208706,23.56,26
12542118,12147179,24.76,38
12542118,10208724,31.28,58
12542118,12655984,30.7,47
12542118,12174646,39.35,78
12542118,12532788,56.17,88
12542118,12341443,19.49,25
12542118,12628704,5.85,8
12542118,10208590,9.7,9
12542118,12740486,45.35,61
12542118,12854125,42.19,43
12542118,12542300,26.45,35
12542118,10208118,20.74,34
12542118,10208122,21.97,21
12542118,10208124,24.8,43
12542118,10208578,11.36,19
12542118,10208601,20.21,30
12542118,10208609,14.35,16
12542118,10208610,33.96,44
12542118,10208620,33.17,55
12542118,10208642,21.55,24
12542118,10208665,28.4,28
12542118,10208673,15.39,22
12542118,10208690,52.7,64
12542118,10208711,22.74,40
12542118,10208728,61.52,111
12542118,10208738,30.48,50
12542118,10208749,22.91,26
12542118,10208761,24.58,35
12542118,10208766,16.45,16
12542118,10208769,12.36,13
12542118,10311889,24.77,34
12542118,11539652,27.54,48
12542118,11601941,18.93,22
12542118,11784129,40.27,67
12542118,11837298,35.37,45
12542118,11839297,23.19,23
12542118,11990630,130.42,159
12542118,12352070,97.4,114
12542118,12420822,27.55,55
12542118,12627036,19.63,20
12542118,12680540,27.47,33
12542118,12793479,48.89,54
12542118,12854131,22.91,42
12542118,12996267,30.79,33
12542118,13016256,18.14,25
12542118,A123,53.56,84
10364926,12854113,42.24,49
10364926,12854149,22.91,28
10364926,12577977,30.62,32
10364926,10212334,77.41,77
10364926,12585577,76.55,139
10364926,10212204,46.33,52
10364926,12628669,83.63,83
10364926,13013290,42.52,82
10364926,12026582,27.54,36
10364926,12854197,7.14,7
10364926,10208582,19.19,32
10364926,11956776,9.58,12
10364926,10364446,23.2,36
10364926,10366955,8.75,13
10364926,12474916,5.95,11
10364926,10279711,26.2,40
10364926,10218045,41.73,64
10364926,12708761,51.94,58
10364926,12740556,45.48,46
10364926,11346601,53.66,87
10364926,12854173,21.36,31
10364926,12854172,25.07,27
10364926,10208607,27.65,46
10364926,12750741,17.57,35
10364926,10208589,15.3,15
10364926,12854198,8.31,15
10364926,12345850,6.27,8
10364926,10208702,3.15,4
10364926,10208717,4.38,5
10364926,10208605,73.8,100
10364926,12854117,27.55,51
10364926,13045617,18.68,22
10364926,12854192,30.51,55
10364926,12854098,27.71,40
10364926,12854108,30.52,55
10364926,12724371,29.31,29
10364926,10208768,19.35,35
10364926,13005196,23.72,24
10364926,12779571,56.72,69
10364926,12742843,32.63,33
10364926,10364896,49.35,70
10364926,10208681,71.17,118
10364926,10212202,65.79,89
10364926,12715142,83.25,121
10364926,12475665,60.34,60
10364926,10212373,138.59,156
10364926,12475666,123.16,199
10364926,12044475,46.39,53
10364926,12656560,31.48,42
10364926,10212258,30.43,33
10364926,12219936,24.38,29
10364926,12194109,22.91,41
10364926,10208675,43.1,68
10364926,12475523,42.32,70
10364926,10208670,26.96,27
10364926,10366979,43.59,76
10364926,12475628,29.48,33
10364926,12475623,31.32,37
10364926,10208698,29.08,40
10364926,10208575,12.68,15
10364926,12475360,16.83,21
10364926,10208659,21.23,31
10364926,10208596,18.11,24
10364926,10208595,25.11,29
10364926,10208686,12.5,18
10364926,10208776,29.26,30
10364926,12475516,30.88,47
10364926,12721000,24.26,45
10364926,10208593,24.12,30
10364926,10210421,25.82,31
10364926,12854133,10.08,16
10364926,12546176,24.6,32
10364926,12690815,30.23,44
10364926,12854140,64.96,97
10364926,10310757,77.02,110
10364926,11539696,36.5,36
10364926,10208639,11.45,20
10364926,10208731,9.73,10
10364926,12854166,6.36,11
10364926,10208764,8.36,14
10364926,10310590,9.52,10
10364926,12854147,11.14,15
10364926,12854121,7.13,12
10364926,12502170,9.93,10
10364926,12021664,5.65,10
10364926,12995436,8.99,16
10364926,10208661,8.86,10
10364926,10208602,17.45,29
10364926,12725145,22.7,24
10364926,12854195,21.76,23
10364926,10219625,23.25,27
10364926,12983715,10.33,13
10364926,12171479,3.02,6
10364926,10208746,27.64,30
10364926,12838671,63.95,112
10364926,10208762,30.45,30
10364926,12738762,71.33,91
10364926,10214844,47.68,57
10364926,12860572,18.47,25
10364926,12854164,13.33,14
10364926,10208747,22.79,23
10364926,11950159,24.94,25
10364926,11957296,17.37,22
10364926,10208712,29.57,35
10364926,10208117,38.02,58
10364926,10208119,27.07,27
10364926,10364922,14.7,17
10364926,10208696,17.64,19
10364926,10208629,5.18,6
10364926,10208707,7.83,15
10364926,10208701,16.4,32
10364926,10208760,21.6,36
10364926,10208641,16.19,16
10364926,10208694,38.02,46
10364926,10208499,128.04,256
10364926,13067405,27.56,53
10364926,13067657,26.56,46
10364926,12171444,30.68,34
10364926,12489344,32.07,34
10364926,10208651,22.82,25
10364926,13015040,9.88,12
10364926,12420540,19.53,21
10364926,12854153,14.26,21
10364926,10208614,23.78,26
10364926,10208730,36.02,44
10364926,10208719,40.61,62
10364926,11646201,37.19,46
10364926,12854139,27.9,29
10364926,12510558,54.96,59
10364926,12231175,44.8,68
10364926,12814117,49.45,57
10364926,12666962,41.93,58
10364926,10208705,45.4,85
10364926,10396151,50.78,57
10364926,12814084,48.59,78
10364926,10208687,82.32,83
10364926,10393503,49.88,54
10364926,12854148,73.62,83
10364926,10214832,149.54,256
10364926,10208647,43.95,71
10364926,10208734,43.36,74
10364926,12854184,38.94,39
10364926,12854138,28.32,51
10364926,10208697,24.12,30
10364926,10208703,24.58,24
10364926,12548942,23.79,31
10364926,13028069,22.06,23
10364926,12679735,36.27,47
10364926,12016186,30.16,40
10364926,12854126,28.31,49
10364926,12854154,30.23,36
10364926,10208759,31.87,39
10364926,11770353,36.54,66
10364926,12769185,5.29,6
10364926,12854137,4.96,5
10364926,12862432,10.77,10
10364926,10208120,10.4,10
10364926,10208772,19.9,24
10364926,10364885,20.55,20
10364926,10364928,19.2,34
10364926,10208751,15.48,25
10364926,10208645,10.18,11
10364926,10364904,11.0,12
10364926,10208129,31.9,53
10364926,12487426,34.04,52
10364926,12628674,26.89,32
10364926,12341445,30.8,42
10364926,13067128,15.22,27
10364926,12983542,33.03,60
10364926,10208654,15.32,27
10364926,12542118,5.76,7
10364926,10364926,0.0,0
10364926,10208752,1.05,1
10364926,10364920,5.89,9
10364926,10208656,1.53,1
10364926,10208771,6.16,7
10364926,12854159,5.33,6
10364926,10208597,11.77,13
10364926,10364908,34.78,52
10364926,12769170,29.16,31
10364926,12770183,24.17,26
10364926,13068448,22.64,31
10364926,12854171,5.38,6
10364926,10208577,7.01,11
10364926,10208580,9.72,9
10364926,12854127,9.52,12
10364926,10208619,4.0,4
10364926,12769191,12.4,12
10364926,10208777,27.1,49
10364926,12788882,7.92,12
10364926,10212247,37.09,60
10364926,10208725,116.96,194
10364926,10214831,141.16,146
10364926,11952476,21.38,36
10364926,10213766,21.6,38
10364926,12854130,18.25,27
10364926,10208713,24.54,32
10364926,12341441,28.81,39
10364926,12757112,35.07,52
10364926,12339991,43.93,75
10364926,13032687,7.32,11
10364926,12628650,19.37,21
10364926,12475521,25.15,40
10364926,10953982,27.46,35
10364926,10208692,24.3,40
10364926,12475631,22.81,31
10364926,10208123,26.65,44
10364926,10208688,44.27,85
10364926,10208505,121.04,242
10364926,12588807,6.26,9
10364926,10208672,8.94,14
10364926,10208636,11.82,14
10364926,12854181,12.98,20
10364926,12854196,5.95,11
10364926,10208755,24.28,24
10364926,12420819,18.63,27
10364926,12880157,48.79,77
10364926,10222647,26.44,29
10364926,10366958,39.09,63
10364926,10208644,2.61,3
10364926,10367569,7.35,8
10364926,10208622,5.14,8
10364926,10208652,4.46,6
10364926,12406372,18.24,19
10364926,13065930,20.27,36
10364926,10208735,21.39,26
10364926,12434146,20.82,27
10364926,12506169,65.7,127
10364926,10208501,126.79,146
10364926,10208500,118.69,229
10364926,10208706,26.71,28
10364926,12147179,28.21,36
10364926,10208724,28.57,33
10364926,12655984,39.48,49
10364926,12174646,43.95,79
10364926,12532788,63.54,65
10364926,12341443,25.51,26
10364926,12628704,6.06,9
10364926,10208590,7.66,8
10364926,12740486,36.57,43
10364926,12854125,31.91,46
10364926,12542300,28.92,43
10364926,10208118,26.97,31
10364926,10208122,22.86,32
10364926,10208124,32.98,33
10364926,10208578,9.24,13
10364926,10208601,16.96,30
10364926,10208609,16.95,19
10364926,10208610,34.24,64
10364926,10208620,30.03,60
10364926,10208642,23.83,34
10364926,10208665,35.04,52
10364926,10208673,10.13,12
10364926,10208690,55.78,56
10364926,10208711,24.52,40
10364926,10208728,62.47,64
10364926,10208738,26.69,31
10364926,10208749,22.04,22
10364926,10208761,19.51,24
10364926,10208766,10.41,10
10364926,10208769,8.5,15
10364926,10311889,25.06,30
10364926,11539652,31.36,49
10364926,11601941,22.02,30
10364926,11784129,42.84,55
10364926,11837298,46.78,51
10364926,11839297,27.06,30
10364926,11990630,121.09,242
10364926,12352070,127.6,196
10364926,12420822,30.98,33
10364926,12627036,25.44,30
10364926,12680540,33.45,48
10364926,12793479,48.69,58
10364926,12854131,28.68,30
10364926,12996267,29.41,36
10364926,13016256,13.27,20
10364926,A123,50.44,60
10208752,12854113,44.96,67
10208752,12854149,26.06,32
10208752,12577977,34.07,34
10208752,10212334,83.63,156
10208752,12585577,70.92,86
10208752,10212204,50.35,57
10208752,12628669,82.39,98
10208752,13013290,32.5,32
10208752,12026582,24.22,44
10208752,12854197,7.84,12
10208752,10208582,16.51,26
10208752,11956776,11.61,19
10208752,10364446,29.71,37
10208752,10366955,10.14,13
10208752,12474916,4.13,7
10208752,10279711,21.87,25
10208752,10218045,44.6,65
10208752,12708761,57.49,80
10208752,12740556,59.21,60
10208752,11346601,46.99,56
10208752,12854173,27.83,34
10208752,12854172,28.44,30
10208752,10208607,25.77,41
10208752,12750741,15.88,23
10208752,10208589,17.19,17
10208752,12854198,10.28,11
10208752,12345850,5.24,6
10208752,10208702,3.65,6
10208752,10208717,5.84,6
10208752,10208605,72.15,120
10208752,12854117,28.36,36
10208752,13045617,21.76,39
10208752,12854192,30.61,33
10208752,12854098,30.72,44
10208752,12854108,27.2,48
10208752,12724371,30.61,57
10208752,10208768,20.96,32
10208752,13005196,25.13,27
10208752,12779571,51.12,57
10208752,12742843,38.69,38
10208752,10364896,46.35,47
10208752,10208681,57.64,75
10208752,10212202,51.95,52
10208752,12715142,99.7,142
10208752,12475665,74.28,89
10208752,10212373,128.08,147
10208752,12475666,118.1,164
10208752,12044475,44.74,74
10208752,12656560,38.56,41
10208752,10212258,29.3,30
10208752,12219936,24.96,29
10208752,12194109,25.57,33
10208752,10208675,44.65,74
10208752,12475523,34.99,38
10208752,10208670,24.87,33
10208752,10366979,43.17,49
10208752,12475628,33.81,34
10208752,12475623,29.14,44
10208752,10208698,24.98,49
10208752,10208575,16.1,16
10208752,12475360,14.73,27
10208752,10208659,24.95,31
10208752,10208596,16.01,30
10208752,10208595,21.11,25
10208752,10208686,13.56,15
10208752,10208776,28.7,44
10208752,12475516,25.44,27
10208752,12721000,29.11,29
10208752,10208593,20.5,27
10208752,10210421,30.3,58
10208752,12854133,9.55,15
10208752,12546176,29.29,36
10208752,12690815,34.09,61
10208752,12854140,61.07,111
10208752,10310757,74.94,91
10208752,11539696,33.18,35
10208752,10208639,9.31,9
10208752,10208731,10.49,10
10208752,12854166,5.9,9
10208752,10208764,9.47,13
10208752,10310590,7.67,10
10208752,12854147,10.67,16
10208752,12854121,8.66,15
10208752,12502170,9.84,13
10208752,12021664,6.57,6
10208752,12995436,10.28,14
10208752,10208661,11.46,12
10208752,10208602,20.76,40
10208752,12725145,21.52,24
10208752,12854195,21.21,30
10208752,10219625,27.01,35
10208752,12983715,7.74,14
10208752,12171479,2.08,3
10208752,10208746,28.68,40
10208752,12838671,79.76,79
10208752,10208762,35.42,60
10208752,12738762,85.36,160
10208752,10214844,46.29,75
10208752,12860572,19.01,20
10208752,12854164,15.12,21
10208752,10208747,22.18,22
10208752,11950159,29.1,30
10208752,11957296,14.25,23
10208752,10208712,31.82,36
10208752,10208117,39.78,74
10208752,10208119,27.65,28
10208752,10364922,14.48,18
10208752,10208696,14.13,14
10208752,10208629,6.35,8
10208752,10208707,6.91,10
10208752,10208701,17.52,18
10208752,10208760,18.37,26
10208752,10208641,19.82,22
10208752,10208694,47.45,60
10208752,10208499,147.63,276
10208752,13067405,22.76,28
10208752,13067657,22.42,43
10208752,12171444,28.84,35
10208752,12489344,24.01,46
10208752,10208651,20.71,28
10208752,13015040,9.01,9
10208752,12420540,18.71,23
10208752,12854153,17.24,21
10208752,10208614,30.72,40
10208752,10208730,29.89,45
10208752,10208719,40.8,43
10208752,11646201,34.3,36
10208752,12854139,28.97,31
10208752,12510558,59.26,91
10208752,12231175,42.58,60
10208752,12814117,50.22,51
10208752,12666962,53.25,81
10208752,10208705,46.92,58
10208752,10396151,61.05,61
10208752,12814084,46.11,50
10208752,10208687,91.94,91
10208752,10393503,52.12,78
10208752,12854148,60.93,68
10208752,10214832,116.48,151
10208752,10208647,44.86,56
10208752,10208734,38.49,57
10208752,12854184,34.91,37
10208752,12854138,28.67,30
10208752,10208697,31.74,48
10208752,10208703,19.99,38
10208752,12548942,18.64,31
10208752,13028069,19.4,37
10208752,12679735,41.34,46
10208752,12016186,29.16,46
10208752,12854126,26.27,31
10208752,12854154,30.71,38
10208752,10208759,26.89,31
10208752,11770353,38.85,70
10208752,12769185,7.17,7
10208752,12854137,4.93,7
10208752,12862432,8.92,11
10208752,10208120,13.87,23
10208752,10208772,24.74,35
10208752,10364885,20.55,23
10208752,10364928,19.48,34
10208752,10208751,15.83,26
10208752,10208645,10.71,11
10208752,10364904,11.35,11
10208752,10208129,37.9,47
10208752,12487426,33.67,42
10208752,12628674,23.81,25
10208752,12341445,33.44,50
10208752,13067128,19.63,28
10208752,12983542,35.49,53
10208752,10208654,21.05,40
10208752,12542118,5.47,6
10208752,10364926,1.21,1
10208752,10208752,0.0,0
10208752,10364920,6.3,6
